Episode,Reward
1,-36.9717700970563
2,-36.764718257479764
3,-37.60296839707852
4,-36.268659676898345
5,-39.37641117013463
6,-37.355211726892875
7,-36.85947491483643
8,-34.24558448640925
9,-36.385235086427784
10,-33.747634085271514
11,-37.67743276837979
12,-35.73067326158221
13,-34.472491116772055
14,-34.83124598950783
15,-37.510609449384035
16,-35.06980078274
17,-36.39027433438979
18,-35.6757557146546
19,-37.79012983575802
20,-35.521434128693805
21,-35.949776371264704
22,-37.565639483693694
23,-38.187635276185596
24,-35.35827008969763
25,-37.16422438856002
26,-36.5842705028481
27,-38.30144794109506
28,-39.121875403836626
29,-34.792733290065435
30,-35.84039964439142
31,-36.30311185489101
32,-37.0277280126309
33,-35.76011779566627
34,-33.3761535719678
35,-34.47581795840005
36,-37.92219735062819
37,-38.42184053862526
38,-36.901186407919454
39,-35.04928432487572
40,-37.53680907374394
41,-35.96088219775892
42,-38.55137308363195
43,-36.92429637333299
44,-34.14906605223758
45,-37.89681429052215
46,-34.75924621423406
47,-34.294968179841575
48,-35.635226686545955
49,-35.436560640224464
50,-36.042140666124894
51,-38.549050087852464
52,-35.015614363119816
53,-36.27041180164992
54,-37.74519413538117
55,-34.72841739620686
56,-37.6511444711017
57,-36.24404600905921
58,-37.23454500409143
59,-34.665337770255604
60,-36.1237829011212
61,-35.68774667107439
62,-38.59870660915174
63,-36.260823584645955
64,-34.54759252424839
65,-36.05910960570017
66,-36.55676862186377
67,-36.766903477978396
68,-34.67999880493833
69,-36.58773166983023
70,-37.265992539135645
71,-37.37757689125646
72,-35.64340825350311
73,-35.62927471725522
74,-37.844050503658714
75,-39.04353312638414
76,-37.015152282096565
77,-36.55257459083515
78,-37.349702317611396
79,-37.5720969222372
80,-37.34900802995465
81,-38.03581111887794
82,-37.85932000598298
83,-34.334227154779875
84,-35.87999673080499
85,-36.06700666624694
86,-35.96058951155748
87,-39.56243878762185
88,-38.637976971769824
89,-37.97597063135735
90,66.51455382271283
91,-34.400741066243135
92,-36.047540459147875
93,-34.76992870519919
94,-37.96034960676689
95,-36.82591404959917
96,-38.274835612187644
97,-38.07812554826973
98,-37.12835412454989
99,-36.20552188921193
100,-31.076514295388524
