Episode,Reward
1,-36.9717700970563
2,-37.125936579749386
3,-37.850242043418895
4,-36.366057153378634
5,-39.46831375109432
6,-37.712655256279994
7,-36.96559681147398
8,-33.98329585187093
9,-36.48735678117838
10,-34.23552561770947
11,-38.876942232043255
12,-36.904135022811474
13,-36.360490915491084
14,-37.67105411904621
15,-40.52689551127506
16,-36.57741796883396
17,-38.84592071803663
18,-39.497115879641036
19,-39.97554163563566
20,-37.077121602187184
21,-37.23387201415543
22,-37.48261873496594
23,-37.019568046539135
24,-35.50062547644335
25,-37.048855799807335
26,-36.357034737703714
27,-38.72450781891487
28,-39.31753146026237
29,-34.545811945460464
30,-35.28842643085339
31,-35.87386043888586
32,-36.61479188560697
33,-36.32763453035428
34,-33.425566780616734
35,-35.02553627331168
36,-37.97002090034927
37,-38.970605161497545
38,-36.96693469391659
39,-35.48417955242266
40,-38.08295623175222
41,-37.693575467372305
42,-39.80897584687215
43,-37.5229874516186
44,-34.11623277202729
45,-37.87016558918329
46,-34.78835874707737
47,-34.23548687524891
48,-35.66830837360615
49,-35.74986064662659
50,-36.62707044266453
51,-39.453609402974536
52,-35.49815900779999
53,-36.47083667280452
54,-38.073206976493225
55,-35.15694335630059
56,-37.931686322014905
57,-36.909480364552294
58,-37.27039761469711
59,-34.617509915183966
60,-35.640423255853634
61,-35.830018057648076
62,-38.124966040843
63,-36.27239517826992
64,-34.1536121456399
65,-35.88460159390086
66,-36.63567875157214
67,-36.61437091887818
68,-34.85617965905389
69,-37.66744881624871
70,-37.631025408771194
71,-38.46355888435966
72,-37.04760678056503
73,-36.02833782884515
74,-38.78517426694719
75,-39.685177468426915
76,-38.71131480302354
77,-37.74387095734024
78,-40.66740199103594
79,-39.78985627460677
80,-38.74182260479911
81,-39.66324385017607
82,-40.146712622758606
83,-40.06562266816516
84,-39.9639991040995
85,-40.63974058815562
86,-39.97904771109435
87,-45.72787989141554
88,-41.97725569465426
89,-43.2278567164172
90,-41.93654174611806
91,-37.55992184775546
92,-38.72643051645032
93,-36.32035337382803
94,-36.98934582066988
95,-38.358167298570955
96,-36.689382729303865
97,-39.63913050720723
98,-40.07767396871974
99,-37.298780444978235
100,-31.566847395336094
101,-32.239693738263995
102,-32.2979610960081
103,-28.698966802433475
104,-32.888850435948264
105,-30.69669755539944
106,-30.14848513707612
107,-31.955890184973082
108,-32.834226853946895
109,-30.89456646600717
110,-31.288162956587684
111,-32.665839625080295
112,-33.10888425750365
113,-34.470501119655225
114,-33.54531302087145
115,-34.65030670654522
116,-33.668621698043
117,-33.585498845179096
118,-32.674913529636356
119,-33.25426115744953
120,-37.455233938001115
121,-33.1549541881686
122,-33.987993582344366
123,-32.877681980269045
124,-34.74640916166471
125,-34.463056004314154
126,-32.28588568189152
127,-32.38979757734383
128,-35.23541023530322
129,-35.53087536985453
130,-30.889032648991876
131,-32.65926634817626
132,-32.887089889357114
133,-33.33984166214322
134,-30.85114334304278
135,-31.699065252257363
136,-29.94514807127483
137,-32.25273903238857
138,-31.370408125455675
139,-29.527094827053908
140,-30.539853032589413
141,-29.068966028110392
142,-32.234249475006855
143,-30.877744000479808
144,-31.89487475158483
145,-28.642172979777698
146,-29.679849003227435
147,-31.036054727930868
148,-29.571096312026693
149,-29.945328885795895
150,-33.99129119496631
151,-29.663229629924885
152,-29.386810330050128
153,-30.11752333512394
154,-31.572920879814873
155,-31.068835473468937
156,-30.477771384150955
157,-28.287242940184644
158,-30.614275167612213
159,-29.079065291123154
160,-29.90780140235554
161,-30.028652795214406
162,-32.6944327177876
163,-31.079999663173375
164,-33.0388959617678
165,-29.530286495128816
166,-29.610359090969318
167,-33.832453692156975
168,-34.1921749864808
169,-33.977587307553655
170,-33.905333669896294
171,-36.164087507588896
172,-36.04381023440134
173,-37.60405841940524
174,-33.86581584644636
175,-32.33701466411429
176,-31.315834688013634
177,-34.5138302533561
178,-30.670141421359716
179,-33.67509581520638
180,-31.036966900892683
181,-33.0581187679132
182,-31.17969286195682
183,-30.81751554462564
184,-33.88467518356574
185,-30.1819783110612
