Episode,Reward
1,-36.9717700970563
2,-36.67750944966989
3,-37.86390815236535
4,-36.551781319268784
5,-39.83103583215756
6,-37.74546986901663
7,-36.849893118068074
8,-34.26545485300497
9,-36.10796012464983
10,-33.9838452769637
11,-37.37931618164635
12,-36.42669510334824
13,-35.9045943507016
14,-37.67527272410115
15,-40.49793588156025
16,-39.92565694583209
17,-40.30072485344895
18,-37.70405475728755
19,-42.11267551079596
20,-37.5666387493125
21,-36.20046940731971
22,-39.14772158962662
23,-37.07799787970057
24,-37.857312718160934
25,-39.98887959835761
26,-41.939722013611274
27,-43.71162467533967
28,-41.08631709092065
29,-37.12420319877428
30,-37.23281658820965
31,-38.70389249232763
32,-38.99766959993586
33,-37.75088886223934
34,-38.735621344974
35,-38.07617051125118
36,-43.2257144827807
37,-40.88375670404764
38,-42.73920238557572
39,-39.8404968852407
40,-42.97866879839473
41,-41.88419484448369
42,-44.23381615622252
43,-44.23249360925815
44,-43.706580627492166
45,-46.12281196174945
46,-42.07095671807695
47,-39.263860622312635
48,-40.24259607803172
49,-38.9689159270881
50,-38.5986180159607
51,-39.862155930325784
52,-39.430783106149065
53,-40.448281365142634
54,-43.43989060137988
55,-39.20572874944356
56,-42.512785935465054
57,-37.18634650444367
58,-40.47902846329136
59,-37.30389016815698
60,-37.633823981990346
61,-37.83314995871426
62,-38.493559618241406
63,-36.5360072489915
64,-34.4276980886132
65,-36.95765667996177
66,-37.36472720501865
67,-36.68748638446682
68,-35.85893967279559
69,-37.51479613725817
70,-37.6593840100316
71,-38.43545410840803
72,-36.597471197885326
73,-35.773761044893696
74,-38.28220094919536
75,-38.820393847194694
76,-37.33222855922366
77,-36.5285310299823
78,-37.77679001909195
79,-37.35240050749693
80,-36.6801008636704
81,-37.534453870829516
82,-37.642947821347455
83,-34.63873035454439
84,-35.55333376884354
85,-35.64264502593595
86,-36.557837842543
87,-39.866069324868256
88,-38.74229410055159
89,-37.69943110492155
90,-36.39740719848302
91,-33.33556156947485
92,-36.64796603843139
93,-35.0278575214937
94,-37.61585272933616
95,-40.10406454334967
96,-38.50334850736678
97,63.41382786840173
98,-36.51352410613591
99,-35.68549805666194
100,-29.61703179907118
101,-30.456203131304832
102,-31.44631495523005
103,-29.58287002093966
104,-32.153529560026875
105,-29.865634152971616
106,-29.656669130516235
107,-31.367054262368626
108,-32.32298478024333
109,-31.710573185238044
110,-29.595517443997096
111,-31.70098910265331
112,-32.123626966919545
113,-32.32040046340753
114,-31.139851996251775
115,-32.433290302059326
116,-29.988439032865724
117,-30.968092664749893
118,-30.43474275917562
119,-30.074230820472582
120,-31.795376643933356
121,-29.533690469008263
122,-31.85711526482305
123,-31.193989322379068
124,-31.85123673364809
125,-31.80478744025003
126,-31.13437498470386
127,-31.221914234992795
128,-33.85360093552001
129,-34.634944284901145
130,-30.482245763627535
131,-32.01191932574724
132,-31.409789271057143
133,-33.51361127924177
134,-32.07141731135759
135,-32.8863734771289
136,-30.058251418263097
137,-31.80862499097703
138,-31.935278382311857
139,-29.07610385913089
140,-30.837092282158494
141,-30.092550914928037
142,-31.834773674714754
143,-31.184970662855612
144,-31.41680891822442
145,-29.266754273082558
146,-30.352655003775887
147,-30.660660447447295
148,-29.956597776902758
149,-29.642269705550724
150,-34.0311594683128
151,-29.36606155546861
152,-28.51176573308135
153,-30.359142624378922
154,-30.42128758722354
155,-31.609986028547027
156,-29.616277905539825
157,-28.946748428761353
158,-29.65944099092788
159,-28.957965504685895
160,-29.28439550524556
161,-28.93775809827089
162,-30.468743135119865
163,-29.34089340758188
164,-32.40153511701868
165,-28.23813056028698
166,-28.38162678722864
167,-32.324225945370756
168,-29.705195608032003
169,-30.494256834951003
170,-29.112077049499497
171,-30.851748129310593
172,-31.34198067008471
173,-31.86561500250745
174,-30.87155625508744
175,-29.440800391975955
176,-28.435440701843355
177,-31.96927152154421
178,-29.61788629306364
179,-32.46004079566267
180,-28.788689898485593
181,-31.825844631526234
182,-30.329478091823905
183,-30.14992495423164
184,-34.92539883449346
185,-29.639734821848855
186,-31.062106165865572
187,-33.30781526128292
188,-31.075859386687906
189,-33.26834007585128
190,-32.02638678790442
191,-29.342704930293984
192,-30.900135290227034
193,-33.20503098772126
194,-30.213904219823807
195,-30.78225918950722
196,-29.993759941508554
197,-30.23203813012849
198,-29.52174153131553
199,-32.653603775648754
200,-24.998821395129394
201,-24.767269791714373
202,-24.892951605359364
203,-24.4890299381885
204,-23.279165276238945
205,-23.474454556294866
206,-24.488323868037106
207,-23.280509423688894
208,-28.556406447604413
209,-25.672317912784592
210,-26.24564546330508
211,-24.23375238558301
212,-25.55444607782914
213,-25.547909564169736
214,-22.03021641331746
215,-25.65260040826154
216,-24.703057050028995
217,-26.81854818275265
218,-26.438651236901883
219,-26.04135518480207
220,-27.39114172784408
221,-25.896485366091692
222,-24.050097107718848
223,-24.07506436178806
224,-23.962323135148342
225,-25.23645520393689
226,-27.434228989609295
227,-26.13471373033819
228,-26.317161929268657
229,-24.7125389390913
230,-25.97827435152026
231,-23.78740762037423
232,-28.00765039507812
233,-24.13186747756999
234,-24.1510212819243
235,-25.559826985943552
236,-27.091200708749025
237,-25.790083066060518
238,-23.98195170636892
239,-25.406970809329717
240,-24.703269464886866
241,-24.720664647256395
242,-25.31945526389256
243,-25.984329751138667
244,-25.334963468039422
245,-24.76939052485618
246,-24.873761911725683
247,-25.141690475741274
248,-25.453850005724824
249,-24.58917690627797
250,-25.9652447429683
251,-23.05482913805363
252,-26.643632357005522
253,-26.12093889915813
254,-24.827158985003084
255,-26.469414288086767
256,-26.973705571337902
257,-25.597803795528282
258,-24.62980598784326
259,-23.965783038785695
260,-26.965026295512775
261,-24.45490968966496
262,-25.527137642594145
263,-26.292213285240496
264,-24.720528038762662
265,-24.000448379781243
266,-23.785173113991075
267,-25.80964113517475
268,-23.31290645587056
269,-26.08033249045501
270,-28.52188474806608
271,-26.054635120808815
272,-26.398776658665174
273,-26.707974165949075
274,-25.153572349390572
275,-23.820488988931388
276,-24.61731040299111
277,-23.528217590670586
278,-27.069954554092668
279,-24.052756444687233
280,-25.168808965612065
281,-22.747050734215808
282,-22.541570393361553
283,-26.4241370766308
284,-24.467693849207315
285,-23.283545780056297
286,-24.86281007817832
287,-23.33974888445507
288,-23.238775564096706
289,-25.80907272679187
290,-26.73966151956342
291,-23.628991171356617
292,-25.52585858753116
293,-24.689302644609423
294,-25.519107782210916
295,-24.184500927554225
296,-26.294476711488972
297,-24.693050401059548
298,-25.935024819830506
299,-24.746547967290162
300,-19.08313312873152
301,-21.037641334493024
302,-20.50800459622215
303,-19.92650716909354
304,-20.73764199360744
305,-20.643116197366687
306,-20.386546775148112
307,-19.434408390597365
308,-21.627614487954474
309,-19.281442689523768
310,-20.654005303710587
311,-20.478703930806915
312,-19.803510755849764
313,-20.83935080208428
314,-20.408892220548225
315,-20.882587451323587
316,-20.574102247101564
317,-20.22718742974359
318,-19.802586190045087
319,-21.273128354536354
320,-20.081829372210695
321,-20.316726090854335
322,-21.75714223569676
323,-19.998588685538273
324,-20.34267894985701
325,-21.019849048334162
326,-18.92331539819874
327,-19.065632927290807
328,-19.997099863773908
329,-19.563353237357592
330,-20.809228120642587
331,-20.54812770254149
332,-20.481196175712185
333,-18.98257488405251
334,-19.125601314065342
335,-19.21810480843197
336,-19.247003314515975
337,-18.66396034612479
338,-21.23541208672046
339,-22.728193284131464
340,-19.727195020674106
341,-21.487835282783976
342,-19.714863197909118
343,-21.192896600362268
344,-21.105794315919162
345,-20.250116441086206
346,-19.090963752782535
347,-20.414351456555824
348,-21.179625168309514
349,-19.297118093784114
350,-21.798604347322524
351,-19.984538716103117
352,-19.20370199941026
353,-20.686267573739155
354,-20.056995139420025
355,-19.729408944104307
356,-18.936789971794347
357,-20.53526237815288
358,-18.781946844398288
359,-18.200070231262604
360,-21.150865206178324
361,-20.412630776845774
362,-20.057155774645388
363,-21.093333510513713
364,-20.090033805535054
365,-20.743741436422823
366,-20.79907645417694
367,-21.62759352164719
368,-21.20498171733852
369,-20.78670113259432
370,-20.61430311991777
371,-19.57736190541082
372,-19.974241601935404
373,-20.125985854651525
374,-20.51354337112877
375,-20.47481645306489
376,-19.809786342034048
377,-19.640323016719492
378,-19.25574608722147
379,-20.86407092827938
380,-20.576210038453212
381,-21.815489633860114
382,-21.25807956534403
383,-20.45268712692558
384,-18.735080814291468
385,-20.685834335645104
386,-20.590178041236907
387,-19.95645310683675
388,-21.061265020817945
389,-21.226995129528696
390,-21.137930914432783
391,-19.488440703209523
392,-20.584766563674897
393,-18.633950941896465
394,-20.305559570064922
395,-21.605464883288416
396,-20.593881722960443
397,-20.267748067742193
398,-19.935370455495324
399,-19.742022498457636
400,-16.441035332494845
401,-16.173320030602266
402,-15.832818878680937
403,-16.091089290396845
404,-15.687264567438115
405,-15.433854946194712
406,-15.981266942447936
407,-16.672290957741627
408,-16.721072818315296
409,-16.482360604586876
410,-17.550031403066935
411,-16.262174912846348
412,-15.52301736192688
413,-16.43446347478077
414,-17.063577161047377
415,-16.312530814882066
416,-16.24585471229704
417,-16.342698687639956
418,-16.691879070735844
419,-14.929171504572588
420,-15.414275562170289
421,-15.516845707769201
422,-16.12874409774161
423,-15.290840108565057
424,-15.700360878582854
425,-16.52574736795817
426,-15.840462207225567
427,-15.778268745958849
428,-14.652012582842966
429,-16.0582136407921
430,-15.753934849701245
431,-15.867774616906033
432,-15.16839154969707
433,-16.32865280504485
434,-16.205834221119705
435,-15.43352837209212
436,-16.26666924062094
437,-15.837597276535561
438,-16.383087159061454
439,-16.197240293278714
440,-16.25914065652057
441,-16.61921108800325
442,-15.586518693763066
443,-17.39581917193705
444,-17.084791529963642
445,-16.003654630542368
446,-14.62213591452181
447,-16.70811727465474
448,-16.913269459343017
449,-15.904318642970889
450,-16.256334940830083
451,-14.382086897418635
452,-17.101913430240526
453,-17.060749066899383
454,-16.39506775259813
455,-15.85681826319832
456,-17.01153506283374
457,-16.077532447797946
458,-17.463663394374777
459,-17.275812794012467
460,-16.241567970963285
461,-15.473149679970696
462,-17.14071829004871
463,-15.569151515091182
464,-15.569512884605366
465,-17.0192901840902
466,-15.076004016032984
467,-15.297508916038774
468,-15.513057582475199
469,-15.087834089530457
470,-17.075565506617338
471,-14.931857182029619
472,-15.692416203054973
473,-15.385653687672123
474,-16.4001300035063
475,-15.898629032083663
476,-17.404951402311315
477,-18.118240606125116
478,-16.28951912392679
479,-17.135772142075126
480,-16.86560487565595
481,-15.373158292138552
482,-15.76219983071957
483,-17.058010892576682
484,-16.215900416635826
485,-15.772418822708666
486,-16.64967811445674
487,-15.355275978946775
488,-15.73801929956994
489,-16.71203956715913
490,-16.706932782684568
491,-15.051850454667544
492,-16.312771785766472
493,-14.905611227050775
494,-15.773976326791404
495,-15.823822761817139
496,-17.252677401454136
497,-15.73056633306274
498,-16.550231850156944
499,-15.48473969673636
500,-12.905306212582094
501,-12.445093879286901
502,-12.47094231249221
503,-13.273112965045986
504,-12.323611223504773
505,-13.057017226023934
506,-12.227346710273274
507,-11.827202674605093
508,-12.460821931955454
509,-13.25411545307151
510,-11.446655174105516
511,-12.35767595375154
512,-11.844852712913847
513,-12.249490396823552
514,-12.581069399062017
515,-13.567349420600785
