Episode,Reward
1,-16.43102804498379
2,-16.37628157207829
3,-16.81867269175036
4,-16.284624302510885
5,-17.53929268747472
6,-16.6076473625365
7,-16.290479412217678
8,-15.11340447525136
9,-16.028926935420937
10,-14.962403386096948
11,-16.492961147251528
12,-15.76733938610954
13,-15.061574077374292
14,-15.615306560252169
15,-16.924460575955525
16,-16.19157158861768
17,-16.532733367710847
18,-15.923210547407757
19,-16.900761207734963
20,-15.834518906577394
21,-15.927386611227826
22,-16.81706292603281
23,-16.294802046148057
24,-16.147098260416197
25,-17.0374490167293
26,-16.752985296196556
27,-17.951220601788197
28,-17.73058697410734
29,-15.582339315287188
30,-15.654799662420128
31,-16.056472501300657
32,-16.216906650936995
33,-15.657109490965688
34,-14.671620350845947
35,-15.202003897470664
36,-16.747328403057537
37,-16.974836368336547
38,-16.596188979501743
39,-15.6158550581514
40,-16.568780116505412
41,-15.67306155950073
42,-16.922711848805243
43,-16.25343775210117
44,-15.469748199208025
45,-17.269200908392815
46,-15.750654198622735
47,-15.816914729360963
48,-16.21636614496662
49,-15.787919019438425
50,-15.934304273118622
51,-17.066651117435832
52,-15.63159116139123
53,-15.996196490570881
54,-17.18363851082388
55,-16.30717338103787
56,-17.488863958914187
57,-16.110318769426733
58,-17.09364485830307
59,-15.656794249867808
60,-15.903932011112095
61,-16.261516043613774
62,-17.111539715181266
63,-16.52737198425215
64,-15.571869190668462
65,-16.359378802966773
66,-16.977249386230632
67,-17.086803174922483
68,-16.407054450533764
69,-18.104299161760885
70,-18.314287423234134
71,-18.902243001760866
72,-17.29995439335228
73,-16.63816071047159
74,-18.555107398951964
75,-18.498718938226553
76,-17.99567973416783
77,-17.3870041104734
78,-19.16690412393964
79,-18.523431008751658
80,-18.47207074403902
81,-18.13606893189971
82,-17.711565729645113
83,-17.233528297531947
84,-17.439043812306032
85,-17.26580301153375
86,-17.088811065337183
87,-18.177148723320354
88,-17.385027232380715
89,-17.71089794705063
90,-17.108223011910304
91,-15.220834462012748
92,-16.21744269696869
93,-15.407850049977045
94,-15.924366236439326
95,-16.552789116723684
96,-15.731771224555033
97,-16.84646612229462
98,-16.59918690619146
99,-16.178515948183946
100,-12.10376910579165
101,-12.374906726864541
102,-12.804114749091982
103,-11.68412325849263
104,-12.86108285790059
105,-12.20294885826951
106,-12.153090272072651
107,-12.867516795500864
108,-13.067960591787893
109,-12.484335455390548
110,-12.2082843715385
111,-12.86748040861165
112,-12.768078933097991
113,-13.209225461419996
114,-12.646793576831802
115,-12.954736516428568
116,-12.077580372877991
117,-12.600213146713507
118,-12.125807896016607
119,-12.190740760029682
120,-12.903245530074932
121,-11.699972036137378
122,-12.834560178520915
123,-11.933695858001759
124,-12.142070115662552
125,-12.693169646317497
126,-12.01567302322984
127,-12.177679318213677
128,-13.233513505326936
129,-12.957417737856984
130,-12.003878644192769
131,-12.28746632090789
132,-12.67429455586314
133,-12.643462063801351
134,-12.03312326125216
135,-12.46674694732062
136,-12.27490153998875
137,-12.598719966134343
138,-12.411535887713699
139,-11.861696697408759
140,-12.339749962932837
141,-11.734600892464874
142,-13.084488233375456
143,-12.58574516059651
144,-12.973424132158094
145,-11.756500637527141
146,-12.048095497057815
147,-12.584198328261838
148,-11.954722760573992
149,-12.170528567172449
150,-13.79696645225835
151,-11.874998958982744
152,-12.026738776135112
153,-12.342910347796945
