Episode,Original_Reward,Shaped_Reward,Avg_Original_Reward_Last_100
1,-35.144675669166524,-6.752436831807177,-35.144675669166524
2,-31.999086508733015,18.828730761158912,-33.571881088949766
3,-31.15600814904454,-5.863822442237398,-32.766590108981354
4,-29.326770552807275,4.637065492379057,-31.906635219937836
5,-25.662777013110638,72.67799475528803,-30.657863578572396
6,-19.787506631815724,15.270849345873906,-28.846137420779616
7,-13.933405476399393,19.919066125022304,-26.715747143011015
8,86.37485765891914,151.0605457315192,-12.579421542769744
9,-11.004293163009178,107.16579178598796,-12.404407278351904
10,-4.396291129915223,36.54746233358285,-11.603595663508235
11,-3.834798833008767,39.27475721541897,-10.897341406190101
12,96.00500697009548,143.4110353185824,-1.98881237483297
13,96.13549917784452,114.10410894738574,5.559211590757607
14,95.98175260926637,116.8883908667047,12.01796452065109
15,95.47979585238794,112.99653556909037,17.582086609433546
16,95.1727530647858,114.5302964604579,22.43150326289306
17,94.97267144309032,118.52276097559977,26.698630802904663
18,95.55032831815414,111.63349481896593,30.523725109307414
19,94.81426674405124,114.42823365277914,33.90743782692551
20,94.3860643643342,117.90801018729272,36.93136915379594
21,93.88073291240708,115.49756756187398,39.64324361849171
22,93.15078408341613,113.61519177401313,42.07540454871555
23,92.78681462712701,115.52848301651683,44.28024846516822
24,94.75206110831778,101.86659652406661,46.38324065863278
25,95.48741964080715,103.90010702579626,48.347407817919745
26,93.07887797851917,109.32056212132493,50.0678489779428
27,89.6153505710785,109.25752197767306,51.532571259170055
28,94.62208355268055,106.9082193104891,53.07148241250972
29,94.77249726492032,102.04787645560741,54.50944844190318
30,94.40552540452883,109.01537539912354,55.8393176739907
31,93.34986848039037,100.12890478955299,57.04933544193908
32,94.2643711867019,108.84543463730705,58.212305308962925
33,94.64032635280257,102.04963372334699,59.31618473453382
34,93.06458255270367,110.63220247649691,60.30878467036235
35,94.64031986199527,108.45707722130439,61.28968567583757
36,94.63259120836702,106.95306109585763,62.21587749618561
37,94.2554605789512,102.63048604096115,63.08181217409819
38,94.46834676300291,103.87145255879382,63.90777361064831
39,94.20372507997406,105.11506838608973,64.68459287909256
40,94.50648208286023,105.29250130893072,65.43014010918677
41,94.18798573357888,106.81400182234027,66.13155097807437
42,88.56030142135931,109.3039535567841,66.66556884577165
43,93.17395587293134,100.09308432714164,67.28204296268233
44,91.6822800951474,105.95142831766742,67.83659380660198
45,90.92751961172662,105.22869541281007,68.34972549116031
46,92.01378618411847,101.99478245501533,68.86416159318114
47,91.29865802021092,104.45198882959309,69.34149130439454
48,91.5179351659796,102.31271273144073,69.80350055151091
49,90.83181775349712,107.25158990928377,70.23264988216368
50,92.8625629487951,105.19000995038456,70.68524814349631
51,90.60143075868298,107.83888079643847,71.07576152810782
52,93.37650674904452,104.53065869565634,71.50462201312583
53,89.22134090971764,109.57572951170829,71.83889972815585
54,92.57728488813581,109.8953545723968,72.22294389778511
55,92.68278062679462,110.39418632984314,72.59494092922165
56,93.8897563213986,108.32742588502965,72.97520548979625
57,94.75019686139669,102.82952320890284,73.35722288228047
58,93.9403682132847,103.13042823853309,73.71210469833225
59,94.07361757817337,110.44615066820764,74.05721508612618
60,95.19212986428985,103.9073873078357,74.40946366576223
61,94.39463662011848,104.02229723141362,74.73708945189922
62,92.07441255076816,111.2233516890447,75.01672369542936
63,94.53409346702823,101.65275115811777,75.32652321561348
64,94.41951415867503,101.50249639084346,75.62485119909881
65,94.88340780980369,102.30225876000193,75.92113668541735
66,94.66818978655782,102.00492147533213,76.20518294452553
67,94.94179820885422,102.94175993545453,76.48483391861998
68,95.42673866918659,104.27339600063743,76.76339134142243
69,94.14406902468224,100.84219231770882,77.01528522088996
70,95.41376143487102,104.60938278437058,77.27812059537541
71,94.53073789249807,101.7422868252897,77.52111520519404
72,94.81642202373601,102.33915012243793,77.76132779989602
73,95.4098855716898,104.71150287002325,78.00308886526307
74,95.32629269097865,104.71381124031663,78.23718621425921
75,95.15145792947361,103.45993887125142,78.46270983712874
76,94.70958097909119,102.00841253680068,78.67648445741771
77,94.8877676044325,102.78894465276642,78.88702060218414
78,95.02323822665153,103.5130170592422,79.0938951871132
79,93.43027489276662,100.03070645189379,79.27536834794425
80,92.74551493543593,99.11206005947359,79.44374518028792
81,95.11794403324718,103.57245582168805,79.63725380810223
82,93.55990839173457,100.32119810934957,79.80704227863434
83,94.13812314374486,101.11005087406416,79.97970590351518
84,95.12196927628487,103.20831473726379,80.1599709436672
85,95.4565404581605,104.93095839794265,80.33993058501419
86,95.01032207095594,103.78674055427726,80.51051653252514
87,94.66889175921813,102.14709650012799,80.67325647765955
88,94.97702374556037,102.79178155960916,80.83579928752205
89,95.00825282046665,103.33107777789795,80.995040338454
90,93.50126046818602,100.16021424057087,81.13399833989547
91,94.8764014887715,103.20295976915847,81.2850137591139
92,94.6365440660367,102.08279298023915,81.43013908853696
93,95.16861745471763,103.92675142293959,81.57786466236686
94,94.15664409550462,101.23424056845923,81.71168146484705
95,95.19735989272797,104.3060517308468,81.85363597461422
96,94.90236551151932,102.96908720687819,81.98956024062365
97,95.08520397295001,103.90891166312144,82.12456687703938
98,95.24581696832455,104.32372579869251,82.25845718409332
99,94.20791321178199,101.31426494494603,82.37915876013058
100,95.03672056962469,104.42185889769544,82.50573437822551
101,93.97039981542028,100.92871596346802,83.79688513307137
102,95.30916684082487,104.47965727603307,85.06996766656695
103,94.36522823227824,101.52094325647886,86.32518003038018
104,94.10833967525093,101.09104463597022,87.55953113266077
105,94.79218592174433,103.23314000712557,88.76408076200933
106,94.91536415820931,103.66364376967299,89.91110946990958
107,94.57445245935905,102.21058670781876,90.99618804926715
