Seed,Episode,Reward,Avg_Reward_Last_100
0,115,-122.17378833817129,-213.61950327879285
0,116,-119.80912398809487,-208.48773024408877
0,117,-125.93539724815827,-207.13714453552473
0,118,-244.03174437274495,-204.28839077082432
0,119,-229.51897604552428,-205.28116027074626
0,120,-353.0766104242781,-206.22514557277034
0,121,-246.61294823353015,-198.4007449440803
42,1,-1092.623403628327,-1092.623403628327
42,2,-1173.6735655800226,-1133.1484846041749
42,3,-1091.8665617320423,-1119.3878436467974
42,4,-1494.1488621742785,-1213.0780982786675
42,5,-1343.2449108140368,-1239.1114607857412
42,6,-1653.7765236911657,-1308.222304603312
42,7,-1521.3664633351452,-1338.671470136431
42,8,-1526.7205001302582,-1362.1775988856598
42,9,-1489.7126277563798,-1376.348157649073
42,10,-1228.751181498991,-1361.5884600340648
42,11,-907.8630997989184,-1320.3407000126879
42,12,-1325.9445083359492,-1320.8076840396263
42,13,-1010.0019146490492,-1296.8995479326588
42,14,-916.1094430566967,-1269.700254727233
42,15,-785.6038164857808,-1237.4271588444694
42,16,-1066.9626465725762,-1226.773126827476
42,17,-525.0278751824928,-1185.493994377771
42,18,-1165.9143962578933,-1184.4062389266667
42,19,-1408.5869889702735,-1196.205225771067
42,20,-1221.6982877269745,-1197.4798788688624
42,21,-2.665218972783595,-1140.5839426833347
42,22,-259.1959254098408,-1100.5208509890851
42,23,-1.3031540669005193,-1052.7287772098596
42,24,-130.33390322720788,-1014.2956574605827
42,25,-386.4482117652612,-989.1817596327699
42,26,-253.07173530245134,-960.8698356200653
42,27,-260.85892508049994,-934.9435056000815
42,28,-124.19735458418523,-905.9882859209423
42,29,-250.92944549882097,-883.4000500443174
42,30,-389.1666889946287,-866.9256046759945
42,31,-130.27554121327265,-843.1626994030034
42,32,-258.7880519981827,-824.9009916716027
42,33,-376.4508976509269,-811.3115948830974
42,34,-123.57233770872053,-791.0839696720863
42,35,-874.0937804615044,-793.455678551784
42,36,-243.8752332666623,-778.1895550716417
42,37,-126.83425243734669,-760.5853577031473
42,38,-125.5889875616247,-743.8749269099493
42,39,-0.7523622943981209,-724.8205021762172
42,40,-122.83367773876074,-709.7708315652808
42,41,-130.67641206395876,-695.6465774311023
42,42,-123.53680301732663,-682.0249161355362
42,43,-241.85563561628794,-671.7884212397397
42,44,-124.03115763587503,-659.33939252147
42,45,-383.76228564967397,-653.215456813208
42,46,-124.18234135472152,-641.7147369119365
42,47,-126.60516318446149,-630.7549587475221
42,48,-126.12566607075627,-620.2418484834228
42,49,-392.3856964931678,-615.5917229326013
42,50,-122.65124595682668,-605.7329133930857
42,51,-128.18538077806173,-596.3692362829872
42,52,-120.4457844961916,-587.2168622101642
42,53,-0.86165291283937,-576.1535563743656
42,54,-123.8604679409432,-567.7777584404133
42,55,-121.70638347883114,-559.6673698047482
42,56,-236.89560334591357,-553.9035882608405
42,57,-294.58095806557446,-549.3540684328533
42,58,-124.48887728771436,-542.0288065165578
42,59,-329.3853095641611,-538.424679449568
42,60,-230.42355032696145,-533.2913272975246
42,61,-330.1103113475439,-529.9604909704757
42,62,-231.25784782396076,-525.1427064035964
42,63,-121.4593637806485,-518.7350342984703
42,64,-123.11246938874184,-512.5534317217558
42,65,-125.79786630126905,-506.6033460999022
42,66,-122.3282571575288,-500.78099626744194
42,67,-0.48117194656418455,-493.3138347104139
42,68,-117.01568775498804,-487.78003843165766
42,69,-244.09573305396165,-484.2483818319809
42,70,-391.7412380667866,-482.92685120676384
42,71,-120.94679592685098,-477.8285405690186
42,72,-121.79197107711708,-472.88358821496445
42,73,-372.995853421301,-471.51526308080463
42,74,-364.4743962794759,-470.06876488078666
42,75,-119.99361189140686,-465.40109617426157
42,76,-125.66461695408974,-460.9308793424172
42,77,-0.6065129556915574,-454.95264081791424
42,78,-124.75251671828623,-450.71930589356
42,79,-244.1798532164517,-448.1048824419511
42,80,-356.77519277348836,-446.96326132109544
42,81,-122.18200643819951,-442.95361619908437
42,82,-247.27411086597908,-440.5672807681928
42,83,-228.10033005614136,-438.00743798852955
42,84,-123.9468428785607,-434.26862138007755
42,85,-339.1750843578462,-433.14987388569836
42,86,-118.34000700953541,-429.4892940383011
42,87,-121.45386126020486,-425.94865687993223
42,88,-0.482506617623734,-421.113814263315
42,89,-122.43301691748475,-417.75785024819334
42,90,-327.75287542573716,-416.7577949723883
42,91,-0.721286178050316,-412.1859652054175
42,92,-122.44911365989242,-409.03665160166184
42,93,-114.37222575069411,-405.8682169150923
42,94,-242.17744697142973,-404.12682574547887
42,95,-233.5920893535154,-402.3317232571424
42,96,-0.5969476715090138,-398.1469860114587
42,97,-117.89831327697597,-395.25782443687643
42,98,-249.44000994665572,-393.7698875543232
42,99,-249.0095010060057,-392.3076614275725
42,100,-234.98427502143,-390.7344275635111
42,101,-347.4002798481176,-383.28219632570887
42,102,-262.9275210981349,-374.17473588089007
42,103,-122.15937389783915,-364.47766400254807
42,104,-238.0922183942203,-351.91709756474745
42,105,-2.2099875159581277,-338.50674833176663
42,106,-121.03495086356263,-323.1793326034906
42,107,-121.96889786034019,-309.1853569487426
42,108,-1.102648648906339,-293.92917843392905
42,109,-123.93505123010318,-280.2714026686663
42,110,-238.04438840274838,-270.36433473770387
42,111,-117.5616793568178,-262.4613205332829
42,112,-121.40697812131609,-250.41594523113653
42,113,-245.96954914974063,-242.77562157614346
42,114,-119.98549095151458,-234.81438205509164
42,115,-125.73891098945852,-228.21573300012838
42,116,-233.19274250163372,-219.87803395941899
42,117,-2.1974310560334116,-214.64972951815437
42,118,-123.28734986016048,-204.22345905417703
42,119,-231.81168804377535,-192.45570604491206
123,1,-1371.9943682598227,-1371.9943682598227
123,2,-1738.934929692456,-1555.4646489761394
123,3,-1193.8589809710886,-1434.929426307789
123,4,-1614.0949208967495,-1479.7207999550292
123,5,-1802.6665247959227,-1544.309944923208
123,6,-1747.6551531858884,-1578.2008129669878
123,7,-1253.1826894411704,-1531.7696524632995
123,8,-1665.4862181902033,-1548.4842231791627
123,9,-1512.676089506925,-1544.5055416600253
123,10,-1239.279331225755,-1513.9829206165982
123,11,-1185.9699229759465,-1484.1635571947206
123,12,-1167.8047862184194,-1457.8003262800291
123,13,-882.6000041415907,-1413.5541476539952
123,14,-1263.9560949714378,-1402.868572462384
123,15,-989.4214807937029,-1375.3054330178052
123,16,-1023.8977457874871,-1353.3424525659107
123,17,-1013.4984291006937,-1333.351627656192
123,18,-1054.429180541168,-1317.855936149802
123,19,-1181.2167000419383,-1310.6643974072826
123,20,-1176.093317907302,-1303.9358434322837
123,21,-1344.9731053726723,-1305.8899987627785
123,22,-986.1518749554266,-1291.3564476806262
123,23,-908.7679894515792,-1274.7221668880588
123,24,-291.0458491729368,-1233.7356536499285
123,25,-255.1209338240169,-1194.591064856892
123,26,-362.99434248539154,-1162.6065755349114
123,27,-120.05767119630326,-1123.993653152
123,28,-245.2425377977894,-1092.6096847464923
123,29,-3.861575112004784,-1055.066646483234
123,30,-390.81990646513606,-1032.9250884826308
123,31,-261.0457882593125,-1008.0257562173624
123,32,-123.3611934892701,-980.3799886321095
123,33,-388.75622395634707,-962.4519957631471
123,34,-655.6598683238924,-953.4286978972866
123,35,-131.3491281509278,-929.9407101902477
123,36,-434.3331944701799,-916.1738347535793
123,37,-368.5245632469155,-901.372503091237
123,38,-121.81886611648244,-880.8579336971645
123,39,-253.5034823940032,-864.7719221252885
123,40,-252.65680296978078,-849.4690441464008
123,41,-126.75927430879435,-831.841976589386
123,42,-129.16877159238183,-815.1116621846955
123,43,-378.1289914413639,-804.9492744929902
123,44,-123.82686123948024,-789.4692196463195
123,45,-243.95695674691777,-777.3467249152217
123,46,-0.5875506103309734,-760.4606559085936
123,47,-124.8078805501598,-746.9361287733078
123,48,-249.1736242495716,-736.56607659573
123,49,-240.76245244889236,-726.4476352866109
123,50,-117.70379091268818,-714.2727583991324
123,51,-241.29791874114778,-704.9987419352503
123,52,-389.1731214198072,-698.9251723099534
123,53,-568.5446858240309,-696.4651631309738
123,54,-244.41269299341664,-688.0938210913893
123,55,-129.682550042661,-677.9408888905034
123,56,-125.49790931682807,-668.0758356838305
123,57,-246.25082983763443,-660.6753969847745
123,58,-123.3502125473292,-651.4111696668875
123,59,-529.3949283258354,-649.343097779751
123,60,-373.4900961869814,-644.7455477532047
123,61,-507.0596586298802,-642.4884020298715
123,62,-120.11884972505189,-634.0630866701165
123,63,-0.9962260132559483,-624.0144063422297
123,64,-2.5122414457267457,-614.3034350157219
123,65,-244.94972591975076,-608.6210702603993
123,66,-123.53073385334707,-601.2712166784743
123,67,-124.76386280372716,-594.1591666206422
123,68,-118.96968786399597,-587.1710860506914
123,69,-353.0540111294662,-583.7780849648766
123,70,-127.39102788323295,-577.2582698637103
123,71,-1.4770785960040773,-569.1486756205032
123,72,-373.68718929298007,-566.4339327548431
123,73,-0.7659559851970146,-558.6850563607384
123,74,-360.3993946920514,-556.0055203922426
123,75,-123.49068309452824,-550.2386558949397
123,76,-121.52391007315654,-544.5976723972847
123,77,-386.87683232945574,-542.5493497990012
123,78,-339.8428779972658,-539.9505488784662
123,79,-246.68379413718012,-536.2383114766777
123,80,-326.8438355456875,-533.6208805275404
123,81,-128.0885122178803,-528.614308079273
123,82,-264.7712684060398,-525.3967100344775
123,83,-271.84718924688906,-522.3418965310126
123,84,-248.57155150192546,-519.0827257568568
123,85,-236.83336499345432,-515.7621450419932
123,86,-401.9960225926015,-514.4392831530469
123,87,-124.8905236408202,-509.96171120463043
123,88,-117.27445181928049,-505.49935598434223
123,89,-234.16693682207656,-502.4506771173505
123,90,-226.8570623374788,-499.38852584201857
123,91,-0.8593308989504999,-493.9101830404464
123,92,-122.32848400208668,-489.87125152915985
123,93,-121.88456362711345,-485.91440542268623
123,94,-118.683022209257,-482.00768857999014
123,95,-125.04372146345474,-478.25017313665813
123,96,-237.09629595198774,-475.73815358265136
123,97,-371.3659804345515,-474.6621517976194
123,98,-116.5375435331957,-471.0078190602273
123,99,-114.46610910554399,-467.40638764654364
123,100,-121.10650040308835,-463.9433887741091
123,101,-239.81449881634924,-452.6215900796744
123,102,-0.7209199669998549,-435.2394499824197
123,103,-122.50902251384092,-424.52595039784734
123,104,-236.91615867906788,-410.7541627756704
123,105,-270.16628301087,-395.4291603578199
123,106,-121.1062772982914,-379.1636715989439
123,107,-4.855612841544109,-366.6804008329477
123,108,-303.58516816172397,-353.0613903326628
123,109,-120.03258616769092,-339.13495529927053
123,110,-237.6664255090814,-329.1188262421038
123,111,-372.9303525161274,-320.9884305375056
123,112,-120.56991680257848,-310.5160818433472
123,113,-116.34202286774574,-302.8535020306088
123,114,-114.870813336824,-291.36264921426266
123,115,-0.5770838701079688,-281.47420524502667
123,116,-244.19328308377786,-273.6771606179896
123,117,-119.51972889340712,-264.73737361591674
123,118,-122.1263274359893,-255.41434508486495
123,119,-123.33690707649207,-244.83554715521052
123,120,-2.0773979475128055,-233.09538795561258
123,121,-123.16280752441622,-220.87728497713005
123,122,-225.01227566654688,-213.26588898424126
123,123,-121.83590383729978,-205.39656812809844
123,124,-123.67286873102586,-203.72283832367933
123,125,-115.73747083760172,-202.32900369381517
123,126,-245.33809283818684,-201.15244119734314
123,127,-121.96252200155833,-201.17148970539571
123,128,-120.22383857449267,-199.92130271316273
