Episode,Return
429,-162.0
430,-90.0
431,-186.0
432,-90.0
433,-162.0
434,-194.0
435,-88.0
436,-172.0
437,-158.0
438,-154.0
439,-154.0
440,-88.0
441,-161.0
442,-159.0
443,-158.0
444,-113.0
445,-172.0
446,-150.0
447,-96.0
448,-87.0
449,-90.0
450,-156.0
451,-152.0
452,-200.0
453,-94.0
454,-149.0
455,-150.0
456,-118.0
457,-181.0
458,-156.0
459,-91.0
460,-85.0
461,-151.0
462,-101.0
463,-194.0
464,-200.0
465,-88.0
466,-157.0
467,-162.0
468,-91.0
469,-155.0
470,-149.0
471,-98.0
472,-147.0
473,-155.0
474,-108.0
475,-151.0
476,-154.0
477,-149.0
478,-89.0
479,-149.0
480,-149.0
481,-84.0
482,-103.0
483,-149.0
484,-102.0
485,-153.0
486,-151.0
487,-180.0
488,-86.0
489,-162.0
490,-93.0
491,-87.0
492,-88.0
493,-88.0
494,-109.0
495,-146.0
496,-96.0
497,-144.0
498,-84.0
499,-143.0
500,-148.0
501,-111.0
502,-145.0
503,-90.0
504,-146.0
505,-86.0
506,-145.0
507,-143.0
508,-145.0
509,-144.0
510,-93.0
511,-150.0
512,-145.0
513,-147.0
514,-84.0
515,-150.0
516,-145.0
517,-95.0
518,-143.0
519,-151.0
520,-146.0
521,-144.0
522,-145.0
523,-148.0
524,-146.0
525,-145.0
526,-146.0
527,-88.0
528,-85.0
529,-143.0
530,-149.0
531,-111.0
532,-87.0
533,-141.0
534,-148.0
535,-147.0
536,-173.0
537,-94.0
538,-97.0
539,-163.0
540,-115.0
541,-145.0
542,-95.0
543,-153.0
544,-84.0
545,-147.0
546,-85.0
547,-152.0
548,-91.0
549,-85.0
550,-149.0
551,-145.0
552,-144.0
553,-144.0
554,-84.0
555,-95.0
556,-86.0
557,-147.0
558,-144.0
559,-142.0
560,-83.0
561,-145.0
562,-83.0
563,-94.0
564,-96.0
565,-125.0
566,-84.0
567,-84.0
568,-149.0
569,-121.0
570,-85.0
571,-147.0
572,-148.0
573,-83.0
574,-102.0
575,-91.0
576,-95.0
577,-90.0
578,-157.0
579,-170.0
580,-85.0
581,-89.0
582,-137.0
583,-150.0
584,-88.0
585,-156.0
586,-157.0
587,-174.0
588,-95.0
589,-148.0
590,-94.0
591,-84.0
592,-145.0
593,-150.0
594,-147.0
595,-148.0
596,-147.0
597,-97.0
598,-162.0
599,-89.0
600,-143.0
601,-152.0
602,-106.0
603,-144.0
604,-91.0
605,-145.0
606,-137.0
607,-155.0
608,-146.0
609,-85.0
610,-84.0
611,-144.0
612,-113.0
613,-91.0
614,-153.0
615,-148.0
616,-147.0
617,-84.0
618,-89.0
619,-119.0
620,-192.0
621,-162.0
622,-169.0
623,-95.0
624,-114.0
625,-87.0
626,-149.0
627,-155.0
628,-127.0
629,-149.0
630,-84.0
631,-84.0
632,-85.0
633,-114.0
634,-106.0
635,-104.0
636,-123.0
637,-151.0
638,-148.0
639,-151.0
640,-99.0
641,-93.0
642,-113.0
643,-163.0
644,-84.0
645,-102.0
646,-87.0
647,-119.0
648,-108.0
649,-139.0
650,-88.0
651,-84.0
652,-151.0
653,-111.0
654,-104.0
655,-103.0
656,-113.0
657,-108.0
658,-106.0
659,-85.0
660,-128.0
661,-119.0
662,-108.0
663,-107.0
664,-137.0
665,-124.0
666,-99.0
667,-129.0
668,-182.0
669,-137.0
670,-107.0
671,-112.0
672,-113.0
673,-115.0
674,-125.0
675,-111.0
676,-113.0
677,-92.0
678,-110.0
679,-113.0
680,-112.0
681,-130.0
682,-115.0
683,-124.0
684,-105.0
685,-110.0
686,-114.0
687,-114.0
688,-161.0
689,-115.0
690,-125.0
691,-126.0
692,-108.0
693,-107.0
694,-109.0
695,-121.0
696,-111.0
697,-117.0
698,-146.0
699,-122.0
700,-90.0
701,-148.0
702,-107.0
703,-114.0
704,-155.0
705,-130.0
706,-128.0
707,-111.0
708,-109.0
709,-110.0
710,-113.0
711,-162.0
712,-102.0
713,-119.0
714,-110.0
715,-125.0
716,-115.0
717,-110.0
718,-116.0
719,-106.0
720,-116.0
721,-109.0
722,-112.0
723,-95.0
724,-108.0
725,-107.0
726,-106.0
727,-91.0
728,-92.0
729,-121.0
730,-93.0
731,-108.0
732,-106.0
733,-108.0
734,-146.0
735,-118.0
736,-112.0
737,-91.0
738,-111.0
739,-88.0
740,-114.0
741,-107.0
742,-86.0
743,-108.0
744,-107.0
745,-105.0
746,-89.0
747,-106.0
748,-102.0
749,-104.0
750,-143.0
751,-89.0
752,-146.0
753,-143.0
754,-95.0
755,-130.0
756,-153.0
757,-83.0
758,-109.0
759,-103.0
760,-107.0
761,-145.0
762,-105.0
763,-105.0
764,-106.0
765,-107.0
766,-87.0
767,-107.0
768,-149.0
769,-112.0
770,-91.0
771,-88.0
772,-142.0
773,-106.0
774,-142.0
775,-155.0
776,-84.0
777,-84.0
778,-86.0
779,-107.0
780,-107.0
781,-105.0
782,-147.0
783,-88.0
784,-105.0
785,-107.0
786,-140.0
787,-148.0
788,-106.0
789,-143.0
790,-86.0
791,-96.0
792,-104.0
793,-85.0
794,-101.0
795,-89.0
796,-142.0
797,-86.0
798,-104.0
799,-105.0
800,-107.0
801,-147.0
802,-104.0
803,-84.0
804,-151.0
805,-111.0
806,-111.0
807,-94.0
808,-103.0
809,-152.0
810,-112.0
811,-148.0
812,-102.0
813,-105.0
814,-86.0
815,-103.0
816,-105.0
817,-107.0
818,-107.0
819,-152.0
820,-90.0
821,-94.0
822,-104.0
823,-87.0
824,-96.0
