Episode,Original_Reward,Shaped_Reward,Avg_Original_Reward_Last_100
46,92.54627580041353,111.71836216732055,59.62090580332238
47,94.89306124032855,102.79292406357972,60.37137719559911
48,92.24065830374221,111.77220302091646,61.03532055201877
49,93.88121195269827,107.94437682752226,61.70564486631835
50,93.89023211524528,108.17774599609021,62.34933661129689
51,91.19499801757374,98.32023710606481,62.91493781534154
52,95.19280455828282,103.22640391884322,63.53566602193656
53,90.7794352158116,111.95405386272155,64.04969940295307
54,93.09412320374388,110.814216583647,64.58755910296772
55,93.07804725462452,109.57089986225006,65.10556797845238
56,94.62708015043773,102.36762804893971,65.63273783866639
57,94.38911684127754,101.85810137141027,66.13723571590518
58,94.23697982041166,101.59264433197212,66.62171406253461
59,92.9755601001738,109.36308283577765,67.06838941910476
60,94.56774233791683,102.06247221393303,67.52671196775164
61,93.21354746779616,109.34277635589024,67.94780763168679
62,93.01266952233301,108.30795511164207,68.35207959766497
63,94.48169889294235,101.99808906929405,68.76683545949476
64,94.37884377148927,101.83694819869467,69.16702308936968
65,95.01228553715262,104.06338466003288,69.56464251164327
66,93.21546894784171,109.97715570609638,69.92298836673719
67,95.15482250684852,104.28581847369185,70.29958290614182
68,94.27562071573539,101.49909418552033,70.65217169745938
69,94.55052298307692,102.16665397561428,70.99852461464225
70,94.52376216066726,102.24158960051385,71.33459943672831
71,94.01751872422841,101.12185358864457,71.65407717317198
72,93.30884952178845,100.02715875067902,71.9548379002361
73,95.1598748528875,103.89952323288415,72.27271511876557
74,94.60742566668999,102.24966867387978,72.57453553157535
75,95.23069523623923,104.55847836273966,72.87661766097088
76,89.32248284554412,110.6659840071898,73.09301062392579
77,95.27672231678872,104.38181690174524,73.38111077578115
78,95.32620891149624,104.02641584434083,73.66245818777749
79,94.74360756663157,102.3235674129661,73.92930817991488
80,95.39710821805946,104.64061310926061,74.19765568039169
81,95.29704584784248,104.04374296937512,74.45814197875528
82,94.75158881944695,102.44307208234419,74.7056230377881
83,95.54860564241127,105.16251882015669,74.95674331013295
84,94.37586566104966,101.64269076753936,75.18792333812006
85,95.27924630668184,104.06744288856333,75.42429184363255
86,93.96360034072515,100.86062957187478,75.63986519824991
87,95.08446274834655,103.7040014773092,75.86336631951538
88,95.12178665557357,103.48629829617593,76.08221200515241
89,94.56251236102585,101.96979301153958,76.28985582937572
90,95.10260553026052,103.25974434424603,76.49888638160778
91,94.8400452800513,102.72467183274671,76.70043757829397
92,94.52219229492866,101.95421771680512,76.89415230347478
93,95.19680515597408,103.78185266203197,77.09095502231887
94,95.56095468437225,105.09595776708257,77.28744438042581
95,94.47686955161527,102.13947133135417,77.46838569801729
96,95.02242306600479,103.67674349741961,77.6512402539338
97,95.27410926748415,104.38397830286702,77.83291931592917
98,95.34331865634226,103.99319057145544,78.01159686021911
99,95.41533512864693,105.03053958836166,78.18739219626383
100,95.03372849239175,103.25110924165718,78.3558555592251
101,95.50641708614296,104.70345972935195,79.64654359871066
102,95.32263817109589,105.45022053138774,80.93316215643638
103,94.39271569432981,101.96275309905991,82.1946779070506
104,94.61785988981674,102.55421132763685,83.41787950037238
105,95.32424112059707,104.67066471259349,84.59935381236917
106,95.10985916410094,104.0400468936666,85.7000564021687
107,95.35895076281506,105.48847694073103,86.74793177168976
108,95.2531582320844,104.1522358305556,87.77371693836344
109,95.23627067567168,104.9371651837314,88.77715571417453
110,95.005207920985,103.57471060859056,89.75603647359459
111,95.32899201326691,105.25432698169644,90.7268249868726
