Episode,Reward,Avg_Reward_Last_10
1,-34.15982506521166,-34.15982506521166
2,-33.75280570773671,-33.95631538647419
3,-32.604955393470696,-33.505862055473024
4,-33.8435473997761,-33.590283391548795
5,-33.12776112734487,-33.49777893870801
6,-34.35411828663616,-33.6405021633627
7,-32.77192769773028,-33.51642009684378
8,-33.2583792970206,-33.484164996865886
9,-33.830124775861535,-33.52260497230984
10,-34.003392329169834,-33.57068370799585
11,-34.54836299607354,-33.60953750108204
12,-34.06940024178361,-33.64119695448672
13,-32.341281331426266,-33.61482954828229
14,-33.026910567465,-33.533165865051174
15,-31.8420118467204,-33.404590936988726
16,-33.19424593082461,-33.288603701407574
17,-32.68767499536141,-33.28017843117068
18,-33.462809898002185,-33.30062149126884
19,-33.532496768548135,-33.2708586905375
20,-33.87392293622573,-33.257911751243086
21,-62.00760860705722,-36.003836312341456
22,-60.67756282442008,-38.66465257060511
23,-63.68757185336234,-41.799281622798716
24,-65.05058354031364,-45.001648920083575
25,-63.231146909282614,-48.1405624263398
26,-63.80671031294574,-51.201808864551914
27,-54.253362642028144,-53.35837762921858
28,-47.83447567077016,-54.79554420649538
29,-55.334293058720064,-56.975723835512575
30,-46.61344974131018,-58.24967651602102
31,-48.18610972151803,-56.8675266274671
32,-46.00165611203682,-55.399935956228774
33,-66.075585511357,-55.638737322028234
34,-55.68915041562351,-54.702594009559235
35,59.35293832166476,-42.44418548646449
36,-59.66395153308158,-42.02990960847807
37,-57.7535164620697,-42.37992499048222
38,-60.2318093820182,-43.61965836160703
39,46.11280339629886,-33.474948716105146
40,47.92333015323927,-24.021270726650194
41,58.79551235516766,-13.323108518981623
42,59.45681009095059,-2.777261898682884
43,-63.073346190372924,-2.4770379665844757
44,60.02609516885211,9.094486591863085
45,-69.45875558955717,-3.7866827992591054
46,53.36200368717754,7.515912722766805
47,-65.16100489692084,6.775163879281689
48,43.74761568202077,17.17310638568559
49,-68.54852366102851,5.706973679952851
50,-68.44592640516629,-5.929951975887707
51,38.244548468121515,-7.985048364592322
52,47.421854614416944,-9.188543912245688
53,-66.41100138362577,-9.52230943157097
54,53.49141858359003,-10.175777090097181
55,63.08495304926064,3.078593773784603
56,-66.92798296780155,-8.950404891713308
57,-68.60909035282108,-9.29521343730333
58,39.87480932488915,-9.682494073016494
59,62.680736252424474,3.4404319183288052
60,75.46174466369305,17.83119902521474
61,75.50819756425159,21.557563934827748
62,74.05822413370358,24.221200886756414
63,74.23915849127985,38.28621687424697
64,71.70894142523949,40.107969158411926
65,73.3625452254866,41.13572837603451
66,86.14684140214476,56.44321081302915
67,65.90215031846407,69.89433488015766
68,81.35564695694544,74.04241864336328
69,83.02417156949949,76.07676217507078
70,85.26610687586438,77.05719839628792
71,82.78041457473505,77.78442009733627
72,88.29769652606383,79.2083673365723
73,83.5566488264485,80.14011637008916
74,84.0176739516115,81.37098962272636
75,84.16301332156375,82.45103643233408
76,84.24869005136546,82.26122129725613
77,80.12415683726871,83.6834219491366
78,80.25207807028123,83.57306506047019
79,84.79416175058324,83.75006407857856
80,83.42668598010772,83.56612198900291
81,86.67807933897063,83.95588846542645
82,83.32703665284025,83.45882247810408
83,86.0363801485308,83.70679561031233
84,86.701123446751,83.97514055982629
85,88.28774388430595,84.3876136161005
86,89.61190231596376,84.92393484256033
87,85.42432355317047,85.4539515141505
88,86.35217381707075,86.06396108882946
89,90.44579530690413,86.62912444446154
90,86.84131028987267,86.97058687543804
91,90.28089214546424,87.3308681560874
92,87.31033534817622,87.729198025621
93,89.39692653162766,88.06525266393069
94,89.48649295645323,88.34378961490091
95,85.18198910055322,88.03321413652563
96,90.915623725766,88.16358627750586
97,89.10522082780182,88.531676004969
98,89.47051370875356,88.84350999413728
99,85.50439116809859,88.3493695802567
100,90.43758020201783,88.70899657147123
101,91.87645297242948,88.86855265416776
102,86.95358633680256,88.8328777530304
103,90.74869357792635,88.96805445766026
104,90.40770170900734,89.06017533291568
105,89.86533848942408,89.52851027180276
106,89.88488059090852,89.42543595831702
107,92.06211120812084,89.72112499634892
108,85.8560563096859,89.35967925644215
109,88.46391263910255,89.65563140354254
110,90.58821162418418,89.67069454575918
111,92.03400203063607,89.68644945157985
112,89.35082048364661,89.92617286626424
113,88.01655211443673,89.65295871991529
114,90.38467915057706,89.65065646407227
115,91.91590659631605,89.85571327476146
116,89.80913152965722,89.84813836863631
117,85.76387534944168,89.2183147827684
118,90.15468877450404,89.64817802925022
119,86.64705554168394,89.46649231950836
120,90.1984844818147,89.42751960527141
121,90.60261574332341,89.28438097654015
122,90.20538612206698,89.36983754038219
123,90.74440898472193,89.6426232274107
124,90.50662182116102,89.65481749446911
125,90.07652103168095,89.4708789380056
126,90.87164057029403,89.57712984206928
127,90.65938343670074,90.06668065079518
