Episode,Original_Reward,Shaped_Reward,Avg_Original_Reward_Last_100
1,-34.40440627191631,-5.413689382577638,-34.40440627191631
2,-32.3243235556914,20.00356394281529,-33.364364913803854
3,-31.341209805097282,13.179813297955079,-32.68997987756833
4,-29.651412584281157,31.26123710832807,-31.930338054246537
5,-25.119446003363866,20.317320019448832,-30.568159644070004
6,-21.02212053459776,61.25896917392879,-28.97715312582463
7,86.37866390323195,151.04746388449018,-12.49775069310226
8,85.77961655677038,156.4283391879651,-0.2130797868681782
9,91.76699405869941,166.32413156660834,10.006928418194887
10,93.14016350653195,142.0146509898675,18.320251927028593
11,91.17144512298854,171.99188486242505,24.943087672115862
12,95.28139917473013,140.58234095212575,30.804613630667053
13,94.44942949454978,126.54665402769024,35.70036869711957
14,94.59773334178989,120.71321646645755,39.90732331459602
15,93.3172492727491,118.75005285570215,43.467985045139564
16,92.51773118953572,115.33484493312139,46.53359417916432
17,91.02179137157736,119.2338068525446,49.15054695518862
18,94.60403051665077,109.88779639098816,51.67574048638096
19,94.32424822594562,108.71635834356944,53.92039878846331
20,90.59408907044808,119.40586166508392,55.75408330256255
21,94.31071568816394,107.84006187260518,57.590113416162616
22,94.30833441333357,110.05476019817047,59.25912346148857
23,94.15990243343575,107.4140347388823,60.77654863418193
24,92.39018907038673,112.74670466065191,62.093783652357125
25,93.92211826385413,107.40978831285268,63.366917036817
26,93.08763051204086,108.9043925530358,64.5100214012487
27,93.99083981458953,108.78251766983577,65.60190356470576
28,91.41981643772765,111.31984140473746,66.5239718815994
29,89.74107467008928,116.14178658144276,67.32456163292663
30,94.24092113582016,107.88024819255521,68.22177361635642
31,90.80029998842934,111.86281572134891,68.95011317674587
32,90.89444397140826,108.31297794468585,69.63587351407907
33,91.00572507014417,113.85929885197524,70.28344477335376
34,90.22821627048586,118.53647816963246,70.87005569974
35,91.13497694132194,113.38747328613054,71.44905344949949
36,94.78097551604364,107.13726086345773,72.0971623957924
37,92.43332176420196,109.76680384976177,72.64678832466832
38,90.95369455446172,112.33338773743283,73.12854901492605
39,94.35243432129737,111.08377304309924,73.67275120226891
40,90.99011416624585,114.63133374695923,74.1056852763683
41,91.78924393867668,114.62514556666314,74.53699158520509
42,91.07892766728472,113.60046433418464,74.93084720620699
43,91.76927006394519,116.52300603700834,75.32243843545672
44,92.47085961692375,116.2708109638059,75.71217528049006
45,94.14508658040053,111.42414859802433,76.12179553159918
46,92.56830987683493,115.97302888515694,76.47932845214778
47,92.29445658194109,115.57936074315094,76.81582054001572
48,93.68872340016304,107.17367298297967,77.16733934960213
49,89.8263314077438,119.12260314776614,77.42568612629891
50,94.29342138220008,111.60315902280772,77.76304083141693
51,92.23676467306151,117.33401628059228,78.04683933811584
52,93.78092208114188,110.45279302995417,78.3494178524048
53,91.93166869292222,117.40354037974507,78.60568673618815
54,93.72865060521364,111.89987109016005,78.88574162265158
55,90.93302601465004,115.98590000172427,79.10478315705154
56,92.11866032461617,116.9483565782713,79.33717382075807
57,89.09293047498075,118.47570584019202,79.50832744627075
58,93.18192234239683,115.14217936687197,79.74407908241086
59,84.47609950856567,113.97567733808536,79.82428281844737
60,93.36965104740456,116.41475129815163,80.05003895559666
61,92.3220693725154,116.89110676174387,80.25121978210353
62,88.54454780730765,117.65333671666912,80.38498313734875
63,92.98024942311115,113.98322728664736,80.58490799902752
64,93.10176736428096,113.40009301064404,80.7804839266096
65,92.6458922427549,110.12245199987895,80.96302866993491
66,92.95060519222575,108.90307587694083,81.14465861724234
67,93.0215015875413,113.55068417080956,81.32192493023187
68,92.69293424009034,109.38507586140572,81.48914565537684
69,92.33099586242295,106.95160906921208,81.64627391924708
70,93.01287237021386,113.45155892491236,81.80865389711803
71,92.9819574590748,112.73619539303229,81.96602436982165
72,93.02378664734742,115.86513335652153,82.11960440145397
73,93.20272634790531,111.78157935394343,82.27142798976152
74,92.65539085935266,115.5740961785235,82.41175181232356
75,92.96981811104426,110.32241912196052,82.55252602963984
76,93.31648709602706,113.88930051894096,82.69415709630283
77,92.85337147341478,115.6378282846198,82.82609494535623
78,93.16415229021082,112.7784445139158,82.95863414208513
79,93.06461934608656,114.41648717901393,83.08655800542692
80,91.71402631572715,117.90341868710681,83.19440135930569
81,91.694412883936,116.43876368222763,83.29933977319001
82,95.25029048905986,107.6783476366864,83.44508307460306
83,94.60087686879487,109.17265556869606,83.57949022874995
84,91.24867832923027,114.30270027640344,83.670790087089
85,93.51370460838554,109.68478961430266,83.7865890814572
86,88.25470056305376,114.6848518630638,83.83854386612693
87,93.4028008893723,107.07198466795613,83.94847785489986
88,93.65557417766112,105.5844207090341,84.0587857676585
89,93.39156681946768,109.46254090222646,84.1636484761058
90,93.25515920294676,109.8034588960418,84.26466526195959
91,89.72098708192328,115.14297211582283,84.32462484239876
92,93.11447671642281,107.0248241138911,84.42016671059467
93,93.30596550566177,108.03241049923734,84.51571293419754
94,89.56789937508078,106.60406593470911,84.56945959846226
95,93.65716080473582,107.25288548366159,84.66511961115988
96,93.6890528873021,108.44605817251184,84.75911891611969
97,89.88986642967907,102.84884350449252,84.8120132203832
98,90.5592480206514,104.8316055151344,84.87065847344715
99,90.79470341251447,106.02080492051793,84.93049731121549
100,93.82329446702761,107.95012708130209,85.01942528277361
101,93.89704043440523,108.15601109827347,86.30243974983681
102,94.00614537266415,106.54913880069694,87.5657444391204
103,93.90124107315265,107.7681415891208,88.81816894790289
104,91.21772667304796,106.3348934093203,90.02686034047619
