Episode,Reward
0,-36.362431809279194
1,-36.22045468067456
2,-38.54505534664094
3,-38.50113662089663
4,-38.61853156127888
5,-36.67240767919104
6,-38.19789758323359
7,-37.19134272739214
8,-36.61100662230731
9,-39.89620956152191
10,-35.60987199948816
11,-38.79687034396305
12,-35.232752445137066
13,-35.94384741290948
14,-32.611712066673626
15,-34.94184224919357
16,-38.77674191178169
17,-34.434599552997646
18,-40.32137633976639
19,-39.80204315082222
20,-36.772872376521754
21,-39.033190784690696
22,-38.84509389388917
23,-41.83728022218706
24,-38.586503953868586
25,-36.012600605761804
26,-34.90017472559328
27,-36.914301434416096
28,-37.1117399602066
29,-35.57344848624519
30,-36.35299373138265
31,-40.225757402758646
32,-37.8955897912805
33,-32.14711371887042
34,-38.55522296617736
35,-33.64309413631859
36,-37.95211649016033
37,-36.81200565035634
38,-36.00537889074519
39,-36.8959505201106
40,-36.5261275527764
41,-33.64858745186264
42,-37.018002716512115
43,-37.80736634863592
44,-36.79620797119567
45,-35.0886517535835
46,-34.18195877614506
47,-37.631949539038835
48,-35.8765484810047
49,-34.343742932152566
50,-35.11368161488143
51,-38.94293247063875
52,-36.140640497779046
53,-35.327098690352905
54,-38.955488034060956
55,-36.32966536323236
56,-36.42274999126765
57,-35.21141696895444
58,-35.87399572753601
59,-36.520862001007565
60,-37.389423478479294
61,-34.944794576652754
62,-38.22896909920392
63,-36.33898422886187
64,-37.50446215339798
65,-37.45678833153853
66,-40.75762466487065
67,-38.23905777404158
68,-37.58976210522875
69,-36.84406148545137
70,-37.32036883725137
71,-36.34119665892165
72,-34.087623831877366
73,-35.24489490963999
74,-36.10112061217774
75,-34.171393221295354
76,-34.048077375823844
77,-35.751690784772386
78,-34.39579771773761
79,-34.90274686312854
80,-37.393931586787076
81,-35.72090975382196
82,-33.09147182473931
83,-37.647875019721354
84,-38.92449701987253
85,-38.599626259745364
86,-36.32079098040982
87,-35.34482120851815
88,-36.31913744484953
89,-36.867314583796514
90,-35.88767151408746
91,-34.29229377799588
92,-33.87840682423342
93,-35.99312418318568
